id;isbn;title;authors;language;avg-rating
7411;553298046;Specter of the Past (Star Wars: The Hand of Thrawn, #1);Timothy Zahn;eng;3.98
7412;;Binge;Tyler Oakley;;4.3
7413;;Black Lies;Alessandra Torre;eng;4.32
7414;61128856;What the Dead Know;Laura Lippman;en-US;3.54
7415;;Rome (Marked Men, #3);Jay Crownover, Charlotte Connan de vries;eng;4.22
7416;141439777;The Life and Opinions of Tristram Shandy, Gentleman;Laurence Sterne, Melvyn New;eng;3.74
7417;439287197;Giraffes Can't Dance;Giles Andreae, Guy Parker-Rees;en-US;4.28
7418;142001821;The Passion of Artemisia;Susan Vreeland;eng;3.86
7419;937611352;Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them;Louise L. Hay;en-US;4.34
7420;159182236X;Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1);Mia Ikumi, Reiko Yoshida;en-US;3.95
7421;62020560;The Miseducation of Cameron Post;Emily M. Danforth;en-US;3.99
7422;006082543X;Coraline (Illustrated/Graphic Novel Edition);Neil Gaiman, P. Craig Russell;eng;3.96
7423;61477958;House of Many Ways (Howl's Moving Castle, #3);Diana Wynne Jones;en-US;4.03
7424;1101874996;The Cartel;Don Winslow;eng;4.28
7425;1101902760;A Mother's Reckoning: Living in the Aftermath of Tragedy;Sue Klebold;eng;4.13
7426;446695696;Skin Tight (Mick Stranahan, #1);Carl Hiaasen;en-US;3.96
7427;142002062;Moonraker (James Bond, #3);Ian Fleming;eng;3.7
7428;521357306;Two Treatises of Government;John Locke, Peter Laslett, Raymond Geuss;eng;3.81
7429;1420925229;Civil Disobedience and Other Essays;Henry David Thoreau;eng;4.06
7430;316030899;Rose in Bloom (Eight Cousins, #2);Louisa May Alcott;en-US;4.03
7431;;Mosquitoland;David  Arnold;eng;3.92
7432;;The Perfect Son;Barbara Claypole White;eng;3.97
7433;375836942;Looking for Alibrandi;Melina Marchetta;eng;3.85
7434;;Raid (Unfinished Hero, #3);Kristen Ashley;eng;4.23
7435;1250014409;Fifth Grave Past the Light (Charley Davidson, #5);Darynda Jones;eng;4.49
7436;312957572;The Seventh Scroll (Ancient Egypt, #2);Wilbur Smith;en-US;4.1
7437;316084220;A Midsummer's Nightmare;Kody Keplinger;eng;3.83
7438;1476717710;The Troop;Nick Cutter;eng;3.71
7439;1405092726;Revelation (Matthew Shardlake, #4);C.J. Sansom;eng;4.32
7440;292760280;100 Love Sonnets;Pablo Neruda, Stephen Tapscott;eng;4.4
7441;1400067243;Lucky Us;Amy Bloom;;3.21
7442;006053124X;It's in His Kiss (Bridgertons, #7);Julia Quinn;eng;4.01
7443;1781106290;Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2);J.K. Rowling, MinaLima;eng;4.2
7444;198245971;Phenomenology of Spirit;Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay;eng;3.91
7445;;Fire Inside (Chaos, #2);Kristen Ashley;eng;4.33
7446;330351435;The Neutronium Alchemist (Night's Dawn, #2);Peter F. Hamilton;eng;4.25
7447;373776578;The Darkest Seduction (Lords of the Underworld #9);Gena Showalter;eng;4.35
7448;62310712;King's Cage (Red Queen, #3);Victoria Aveyard;eng;4.03
7449;805090800;Invisible;Paul Auster;eng;3.71
7450;;ظل الأفعى;يوسف زيدان;ara;3.0
7451;61701246;Ten Things We Did (and Probably Shouldn't Have);Sarah Mlynowski;en-US;3.74
7452;1442430001;Rebel Heart (Dust Lands, #2);Moira Young;eng;3.89
7453;553803077;Sickened: The Memoir of a Munchausen by Proxy Childhood;Julie Gregory;;3.72
7454;316713732;The Last Time They Met;Anita Shreve;;3.48
7455;62409204;News of the World;Paulette Jiles;eng;4.14
7456;1416505415;Blowback (Scot Harvath, #4);Brad Thor;eng;4.17
7457;014310425X;Jaya: An Illustrated Retelling of the Mahabharata;Devdutt Pattanaik;eng;4.2
7458;312099436;Women of the Silk;Gail Tsukiyama;en-US;3.94
7459;140621318;The Prisoner of Zenda;Anthony Hope;eng;3.87
7460;557489563;Flutter (My Blood Approves, #3);Amanda Hocking;eng;3.97
7461;;Tall, Tatted and Tempting (The Reed Brothers, #1);Tammy Falkner;en-US;4.23
7462;140178139;Leviathan;Paul Auster;eng;3.95
7463;446608890;Saving Faith;David Baldacci;eng;3.82
7464;786914041;The Spine of the World (Forgotten Realms: Paths of Darkness, #2: Legend of Drizzt, #12);R.A. Salvatore;en-US;3.89
7465;439568331;The Haunted Mask (Goosebumps, #11);R.L. Stine;eng;3.77
7466;765349655;Tyrannosaur Canyon (Wyman Ford #1);Douglas Preston;eng;3.78
7467;425285049;The Girl Before;J.P. Delaney;eng;3.7
7468;747569118;Wayside School Gets A Little Stranger (Wayside School #3);Louis Sachar;eng;4.18
7469;446362662;Summer of Night;Dan Simmons;en-US;4.0
7470;345506391;The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm;Jim Butcher, Mark Powers, Ardian Syaf;eng;4.36
7471;446695718;Tourist Season;Carl Hiaasen;en-US;3.95
7472;;السنجة;أحمد خالد توفيق;ara;3.16
7473;778322602;204 Rosewood Lane (Cedar Cove, #2);Debbie Macomber;eng;4.15
7474;345539478;Unseen (Will Trent, #7);Karin Slaughter;eng;4.17
7475;525422439;Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4);Heather Brewer;;4.31
7476;345330137;Double Star;Robert A. Heinlein;eng;3.88
7477;778322335;A Perfect Evil (Maggie O'Dell, #1);Alex Kava;eng;4.02
7478;1594631290;Help Thanks Wow: The Three Essential Prayers;Anne Lamott;eng;3.97
7479;142402451;The Long Patrol (Redwall, #10);Brian Jacques, Allan Curless;;4.1
7480;670022950;The Better Angels of Our Nature: Why Violence Has Declined;Steven Pinker;eng;4.19
7481;525444459;When We Were Very Young (Winnie-the-Pooh, #3);A.A. Milne, Ernest H. Shepard;en-US;4.32
7482;399169520;My Sunshine Away;M.O. Walsh;eng;3.6
7483;1414310587;The Truth Seeker (O'Malley #3);Dee Henderson;;4.39
7484;9799625734;Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade;Dee Lestari;ind;3.82
7485;;سینوهه;Mika Waltari, ذبیح‌الله منصوری;per;4.08
7486;393079988;Great House;Nicole Krauss;eng;3.45
7487;62430211;The Kept Woman (Will Trent, #8);Karin Slaughter;eng;4.1
7488;;Maid for Love (Gansett Island Series, #1);Marie Force;eng;3.98
7489;842365834;And the Shofar Blew;Francine Rivers;eng;4.11
7490;1841490237;Prentice Alvin (Tales of Alvin Maker, #3);Orson Scott Card;en-US;3.77
7491;1400079446;44 Scotland Street (44 Scotland Street, #1);Alexander McCall Smith;eng;3.61
7492;743466772;Chill Factor;Sandra Brown;en-US;3.95
7493;747595380;Odd and the Frost Giants;Neil Gaiman, Mark Buckingham;eng;3.95
7494;1483911896;The Magpies;Mark  Edwards;eng;3.8
7495;435900668;Season of Migration to the North;Tayeb Salih, Denys Johnson-Davies;eng;3.71
7496;006093140X;The Golden Notebook;Doris Lessing;en-US;3.75
7497;7191324;The Winter Rose (The Tea Rose, #2);Jennifer Donnelly;;4.29
7498;345434811;The Last Full Measure (The Civil War Trilogy, #3);Jeff Shaara;eng;4.22
7499;2226135022;Oscar et la dame rose;Éric-Emmanuel Schmitt;;4.2
7500;1400034728;When Bad Things Happen to Good People;Harold S. Kushner;;4.02
7501;6499163;Post Captain (Aubrey/Maturin, #2);Patrick O'Brian;en-US;4.29
7502;1599901102;Dragon Flight (Dragon Slippers, #2);Jessica Day George;en-US;4.18
7503;543904709;What Katy Did (Carr Family, #1);Susan Coolidge;eng;3.89
7504;140309276;Homer Price (A Puffin Book);Robert McCloskey;eng;4.07
7505;059039696X;Shatterglass (The Circle Opens, #4);Tamora Pierce;eng;4.16
7506;345456327;The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3);David Eddings;eng;4.27
7507;1400064112;The Lucifer Effect: Understanding How Good People Turn Evil;Philip G. Zimbardo;eng;3.94
7508;345471016;The Scent of Rain and Lightning;Nancy Pickard;eng;3.79
7509;553276328;Pacific Vortex! (Dirk Pitt, #1);Clive Cussler, Michael Pritchard;eng;3.76
7510;;One More Chance (Rosemary Beach, #8: Chance, #2);Abbi Glines;eng;4.29
7511;316098108;Aurora;Kim Stanley Robinson;eng;3.73
7512;749934417;Purity in Death (In Death, #15);J.D. Robb;eng;4.33
7513;60548266;The Hollow Hills (Arthurian Saga, #2);Mary  Stewart;eng;4.23
7514;689857950;Among the Brave (Shadow Children, #5);Margaret Peterson Haddix;en-US;4.14
7515;312330340;Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail;Rusty Young, Thomas McFadden;eng;4.22
7516;1931514585;Mars, Volume 01;Fuyumi Soryo;eng;4.13
7517;465023924;Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher;Richard Feynman;eng;4.19
7518;307336794;The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution;Alice Waters;;4.11
7519;345418522;Centaur Aisle (Xanth, #4);Piers Anthony;;3.77
7520;385340117;The Year of Fog;Michelle Richmond;;3.46
7521;1563897504;Crisis on Infinite Earths;Marv Wolfman, George Pérez;en-US;4.01
7522;1594482225;The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order;John Hodgman;en-US;3.81
7523;;Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3);J.K. Rowling;eng;4.21
7524;140317201;Ronia, the Robber's Daughter;Astrid Lindgren, Patricia Crampton, Trina Schart Hyman;eng;4.27
7525;1439102392;Spider Bones (Temperance Brennan, #13);Kathy Reichs;eng;3.9
7526;1416909834;No Talking;Andrew Clements;eng;3.94
7527;385354193;Blood on Snow (Blood on Snow, #1);Jo Nesbø, Neil Smith;eng;3.5
7528;1468139339;Wait for Me (Against All Odds, #1);Elisabeth Naughton;eng;3.98
7529;1905802498;The Garden of Evening Mists;Tan Twan Eng;eng;4.08
7530;;The Cellar (The Cellar, #1);Natasha Preston;eng;3.94
7531;1421511835;The Gentlemen's Alliance †, Vol. 1;Arina Tanemura;eng;3.96
7532;1476766665;Rusty Nailed (Cocktail, #2);Alice Clayton;eng;3.97
7533;843949945;Dark Guardian (Dark, #9);Christine Feehan;en-US;4.33
7534;1581345267;Prophet;Frank E. Peretti;en-US;3.92
7535;62280708;The Wicked Will Rise (Dorothy Must Die, #2);Danielle  Paige;eng;3.82
7536;505524473;Dark Fire (Dark, #6);Christine Feehan;eng;4.3
7537;1555976905;Citizen: An American Lyric;Claudia Rankine;eng;4.3
7538;1585673927;Carry on, Jeeves (Jeeves, #3);P.G. Wodehouse;eng;4.28
7539;006137587X;The Magic Thief (Magic Thief, #1);Sarah Prineas, Antonio Javier Caparo;eng;3.94
7540;316787531;Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991;Michael Azerrad;;4.2
7541;609809105;I, Elizabeth;Rosalind Miles;en-US;4.01
7542;;The Woman Who Stole My Life;Marian Keyes;eng;3.52
7543;1897299214;Pyongyang: A Journey in North Korea;Guy Delisle;eng;3.93
7544;451211472;Night Over Water;Ken Follett;eng;3.78
7545;1476764581;I Am Having So Much Fun Here Without You;Courtney Maum;eng;3.37
7546;316912123;All I Want is Everything (Gossip Girl, #3);Cecily von Ziegesar;eng;3.56
7547;684841487;Competitive Strategy: Techniques for Analyzing Industries and Competitors;Michael E. Porter;;4.14
7548;310286700;Systematic Theology: An Introduction to Biblical Doctrine;Wayne A. Grudem;;4.23
7549;449003795;P is for Peril (Kinsey Millhone, #16);Sue Grafton;;3.85
7550;1449474195;Adulthood Is a Myth (Sarah's Scribbles, #1);Sarah Andersen;eng;4.14
7551;1585676772;The Darkness That Comes Before (The Prince of Nothing, #1);R. Scott Bakker;eng;3.78
7552;1416551603;The Dirty Life: On Farming, Food, and Love;Kristin Kimball;eng;4.04
7553;1442402350;Dust & Decay (Rot & Ruin, #2);Jonathan Maberry;eng;4.29
7554;1423170288;Alienated (Alienated, #1);Melissa Landers;eng;3.95
7555;;Bone Gap;Laura Ruby;eng;3.86
7556;743430344;Big Cherry Holler (Big Stone Gap, #2);Adriana Trigiani;eng;3.92
7557;385342608;Yes, Chef;Marcus Samuelsson;eng;3.8
7558;60096187;Teen Idol;Meg Cabot;en-US;3.53
7559;307271072;The Thing Around Your Neck;Chimamanda Ngozi Adichie;eng;4.18
7560;1250095255;Caraval;Stephanie Garber;eng;3.97
7561;61573132;Bright Shiny Morning;James Frey;eng;3.8
7562;078915479X;The Story of an Hour;Kate Chopin;eng;4.08
7563;140249435;Rabbit Is Rich (Rabbit Angstrom #3);John Updike;eng;3.9
7564;1400069343;Lots of Candles, Plenty of Cake;Anna Quindlen;eng;3.71
7565;193481332X;Scars;Cheryl Rainfield;en-US;4.17
7566;60837381;The Fixer Upper;Mary Kay Andrews;en-US;3.88
7567;;Negeri 5 Menara (Negeri 5 Menara, #1);Ahmad Fuadi;ind;4.04
7568;345496876;Empire of Ivory (Temeraire, #4);Naomi Novik;;3.93
7569;805062882;An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1);Rick Atkinson;eng;4.25
7570;743460529;Daddy's Little Girl;Mary Higgins Clark;;3.85
7571;1416532358;Ricochet;Sandra Brown;eng;3.96
7572;1400061261;Can't Wait to Get to Heaven;Fannie Flagg;eng;3.89
7573;076532153X;Among Others;Jo Walton;eng;3.68
7574;749934395;Seduction in Death (In Death, #13);J.D. Robb;eng;4.3
7575;679723226;Double Indemnity;James M. Cain;eng;4.12
7576;312947054;Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2);Sherrilyn Kenyon;eng;4.0
7577;321525655;Presentation Zen: Simple Ideas on Presentation Design and Delivery;Garr Reynolds;;4.08
7578;786927720;Sea of Swords (Forgotten Realms: Paths of Darkness, #4: Legend of Drizzt, #13);R.A. Salvatore;eng;4.07
7579;679601597;Goodbye, Columbus and Five Short Stories;Philip Roth;;3.87
7580;545141028;Bone: Quest for the Spark, Vol. 1;Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker;eng;4.33
7581;1591843529;The Personal MBA: Master the Art of Business;Josh Kaufman;;4.04
7582;62132466;The Last Original Wife;Dorothea Benton Frank;eng;3.67
7583;312546564;No Mercy (Dark-Hunter #18, Were-Hunter, #5);Sherrilyn Kenyon;en-US;4.28
7584;553418602;The Library at Mount Char;Scott  Hawkins;eng;4.07
7585;439845823;Fire Star (The Last Dragon Chronicles, #3);Chris d'Lacey;eng;3.91
7586;375761411;Texas;James A. Michener;;4.06
7587;446532754;Your Best Life Now: 7 Steps to Living at Your Full Potential;Joel Osteen;;4.0
7588;375836888;Turtle in Paradise;Jennifer L. Holm;en-US;3.93
7589;671720147;The Vor Game (Vorkosigan Saga, #6);Lois McMaster Bujold;eng;4.28
7590;1441213570;Choosing to SEE;Mary Beth Chapman, Steven Curtis Chapman;;4.3
7591;316216828;Broken Monsters;Lauren Beukes;eng;3.59
7592;385720254;The Unabridged Journals of Sylvia Plath;Sylvia Plath, Karen V. Kukil;eng;4.29
7593;316068225;This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life;David Foster Wallace;eng;4.53
7594;691024170;QED: The Strange Theory of Light and Matter;Richard Feynman;;4.23
7595;1595143920;Defiance (Strange Angels, #4);Lili St. Crow, Lilith Saintcrow;;4.19
7596;553587080;Haunted (Women of the Otherworld, #5);Kelley Armstrong;eng;4.08
7597;609804138;The Sweet Potato Queens' Book of Love;Jill Conner Browne;eng;3.7
7598;375814701;Mastiff (Beka Cooper, #3);Tamora Pierce;en-US;4.24
7599;60825316;The Madonnas of Leningrad;Debra Dean;;3.77
7600;345495969;Divine Misdemeanors (Merry Gentry, #8);Laurell K. Hamilton;eng;4.04
7601;031236847X;Sweetheart (Archie Sheridan & Gretchen Lowell, #2);Chelsea Cain;en-US;4.05
7602;972212076X;Caim;José Saramago;por;3.89
7603;425190447;All Tomorrow's Parties (Bridge, #3);William Gibson;en-US;3.88
7604;575088877;The Quantum Thief (Jean le Flambeur, #1);Hannu Rajaniemi;eng;3.83
7605;;Shock Wave (Virgil Flowers, #5);John Sandford;eng;4.19
7606;415254086;Tractatus Logico-Philosophicus;Ludwig Wittgenstein;en-US;4.06
7607;2314576;Lord Edgware Dies (Hercule Poirot, #9);Agatha Christie;eng;3.88
7608;1401200923;Batman: Hush, Vol. 2;Jeph Loeb, Jim Lee, Scott Williams;eng;4.25
7609;1416585834;Dog on It (A Chet and Bernie Mystery #1);Spencer Quinn;en-US;3.85
7610;312642717;Spring Fever;Mary Kay Andrews;en-US;3.92
7611;7169922;And to Think That I Saw it on Mulberry Street;Dr. Seuss;en-US;3.99
7612;141654786X;The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism;Doris Kearns Goodwin;eng;4.16
7613;1416997962;Chasing the Prophecy (Beyonders, #3);Brandon Mull;eng;4.35
7614;671875965;The Short Victorious War (Honor Harrington, #3);David Weber;;4.16
7615;385315546;Drinking: A Love Story;Caroline Knapp;;4.04
7616;1421820609;Five Weeks in a Balloon (Extraordinary Voyages, #1);Jules Verne;;3.74
7617;1250000238;Dragon's Oath (House of Night Novellas, #1);P.C. Cast, Kristin Cast;en-US;4.06
7618;451463803;Grave Witch (Alex Craft, #1);Kalayna Price;en-US;3.96
7619;2317850;Sleeping Murder (Miss Marple, #13);Agatha Christie;eng;3.91
7620;553212559;Ethan Frome and Other Short Fiction;Edith Wharton, Mary Gordon;en-US;3.65
7621;;The Assassin and the Desert (Throne of Glass, #0.3);Sarah J. Maas;eng;4.4
7622;679724621;On the Genealogy of Morals/Ecce Homo;Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale;en-US;4.14
7623;618257322;Adrift: Seventy-Six Days Lost at Sea;Steven Callahan;en-US;4.09
7624;1416530738;Once and Always (Sequels, #1);Judith McNaught;eng;4.21
7625;61784796;Bloodline (Sigma Force, #8);James Rollins;eng;4.23
7626;316701319;Best Friends for Never (The Clique, #2);Lisi Harrison;;3.73
7627;7331789;Death of Kings (The Saxon Stories, #6);Bernard Cornwell;eng;4.28
7628;1605292885;Onward: How Starbucks Fought for Its Life without Losing Its Soul;Howard Schultz, Joanne Gordon;en-CA;3.79
7629;158648303X;Auschwitz;Laurence Rees;eng;4.24
7630;1592289444;The Long Walk: The True Story of a Trek to Freedom;Slavomir Rawicz;eng;4.18
7631;515135062;Three Fates;Nora Roberts;eng;4.03
7632;1484715772;Passenger (Passenger, #1);Alexandra Bracken;eng;3.84
7633;425215687;Born in Death (In Death, #23);J.D. Robb, Susan Ericksen;en-US;4.33
7634;385534833;Close Your Eyes, Hold Hands;Chris Bohjalian;eng;3.59
7635;451199863;A Pocket Full of Rye (Miss Marple, #7);Agatha Christie;eng;3.83
7636;8188575658;Of Course I Love You...! Till I Find Someone Better...;Durjoy Datta, Maanvi Ahuja;en-GB;3.21
7637;778324907;Virgin River (Virgin River, #1);Robyn Carr;;4.12
7638;1597800449;The Algebraist;Iain M. Banks;eng;3.99
7639;964913980X;درخت زیبای من;José Mauro de Vasconcelos, قاسم صنعوی;per;4.36
7640;385539126;Stone Mattress: Nine Tales;Margaret Atwood;eng;3.93
7641;151012377;The Whistling Season;Ivan Doig;;4.01
7642;1595145931;Rebel Spring (Falling Kingdoms, #2);Morgan Rhodes, Michelle Rowen;eng;4.16
7643;316211265;NYPD Red 2 (NYPD Red, #2);James Patterson, Marshall Karp;eng;4.07
7644;812970438;Chesapeake;James A. Michener;en-US;4.14
7645;515121495;The List;Steve Martini;eng;3.95
7646;1561371734;Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units);Gloria Levine;;3.95
7647;743451791;Devil in a Blue Dress (Easy Rawlins, #1);Walter Mosley;eng;3.91
7648;763622583;Shakespeare's Romeo and Juliet;Michael Rosen, Jane Ray;;4.09
7649;679733973;The Killer Inside Me;Jim Thompson;;3.9
7650;192835203;Lady Audley's Secret;Mary Elizabeth Braddon;eng;3.73
7651;156010593;All the Names;José Saramago, Margaret Jull Costa;en-US;3.88
7652;345472446;Lucia, Lucia;Adriana Trigiani;eng;3.92
7653;62114611;Tiger Lily;Jodi Lynn Anderson;eng;3.98
7654;842382895;Return (Redemption, #3);Karen Kingsbury, Gary Smalley;eng;4.44
7655;394895894;The Ruby in the Smoke (Sally Lockhart, #1);Philip Pullman;en-US;3.75
7656;375753834;Georgiana: Duchess of Devonshire;Amanda Foreman;en-US;3.79
7657;802723462;Scarlet (Scarlet, #1);A.C. Gaughen;eng;3.95
7658;1402271875;Stealing Parker;Miranda Kenneally;en-US;3.88
7659;1250065941;The Weekenders;Mary Kay Andrews;;3.7
7660;1401204864;Fables, Vol. 5: The Mean Seasons;Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti;eng;4.19
7661;850515033;Dom Casmurro;Machado de Assis;por;4.24
7662;440539811;The Illuminatus! Trilogy;Robert Shea, Robert Anton Wilson;eng;4.0
7663;374324913;Lockdown (Escape from Furnace, #1);Alexander Gordon Smith;en-US;4.1
7664;60777109;The Final Solution;Michael Chabon, Jay Ryan;en-US;3.31
7665;345518284;Beachcombers;Nancy Thayer;en-US;3.77
7666;1607062607;Chew, Vol. 2: International Flavor;John Layman, Rob Guillory;eng;4.13
7667;440212812;Lost Souls;Poppy Z. Brite;eng;3.89
7668;192801694;The Secret Agent;Joseph Conrad;;3.59
7669;375705104;The Way of Zen;Alan W. Watts;eng;4.18
7670;857662937;Nexus (Nexus, #1);Ramez Naam;eng;4.06
7671;380007789;The Wolf and the Dove;Kathleen E. Woodiwiss;;4.14
7672;006228567X;The Traitor (Divergent, #0.4);Veronica Roth;eng;4.19
7673;1439138338;Nora Webster;Colm Tóibín;eng;3.58
7674;615487424;Requiem (Providence, #2);Jamie McGuire;eng;4.15
7675;345505492;The Emperor's Tomb (Cotton Malone, #6);Steve Berry;en-US;3.95
7676;525953086;Fear Nothing (Detective D.D. Warren, #7);Lisa Gardner;eng;4.1
7677;618443363;Baking: From My Home to Yours;Dorie Greenspan, Alan    Richardson;en-US;4.18
7678;670021792;Promises to Keep;Jane Green;en-US;3.81
7679;;For You (The 'Burg, #1);Kristen Ashley;eng;4.19
7680;1421513439;Love★Com, Vol. 1;Aya Nakahara, Pookie Rolf;eng;4.22
7681;425067823;Elephants Can Remember (Hercule Poirot, #37);Agatha Christie;eng;3.62
7682;;Friend-Zoned (Friend-Zoned, #1);Belle Aurora;eng;3.99
7683;761129588;What to Expect the First Year (What to Expect);Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome;eng;3.86
7684;440221315;The Gift;Danielle Steel;en-US;3.91
7685;039925644X;The Lions of Little Rock;Kristin Levine;eng;4.22
7686;074322423X;Self Matters: Creating Your Life from the Inside Out;Phillip C. McGraw;en-US;3.62
7687;1453860959;Hollowland (The Hollows, #1);Amanda Hocking;eng;3.97
7688;1427818762;Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1);Hidekaz Himaruya;en-US;4.35
7689;1591827582;Finding Nemo;Andrew Stanton, Walt Disney Company;;4.47
7690;60087803;Calling Doctor Amelia Bedelia;Herman Parish, Lynn Sweat;;4.29
7691;;Timeless (Parasol Protectorate, #5);Gail Carriger;eng;4.12
7692;1589190645;These High, Green Hills (Mitford Years, #3);Jan Karon;;4.27
7693;;How Google Works;Eric Schmidt, Jonathan Rosenberg;en-CA;4.03
7694;;Killing Sarai (In the Company of Killers, #1);J.A. Redmerski;eng;4.17
7695;7350430;The Time of My Life;Cecelia Ahern;eng;3.85
7696;525444467;Now We Are Six (Winnie-the-Pooh, #4);A.A. Milne, Ernest H. Shepard;eng;4.38
7697;61671355;The Captive Part II / The Power (The Secret Circle, #2-3);L.J. Smith;eng;4.11
7698;1250019672;Ladies' Night;Mary Kay Andrews;en-US;3.8
7699;312591837;Family Pictures ;Jane Green;eng;3.62
7700;440245273;Taken by Midnight (Midnight Breed, #8);Lara Adrian;eng;4.27
7701;9725681363;Os Maias;José Maria de Eça de Queirós, Ester de Lemos;por;3.99
7702;;The Law of Moses (The Law of Moses, #1);Amy Harmon;eng;4.37
7703;544920953;Good as Gone;Amy Gentry;eng;3.53
7704;515142883;Holding the Dream (Dream Trilogy #2);Nora Roberts;en-US;4.02
7705;;Fallen Crest Family (Fallen Crest High, #2);Tijan;en-US;4.28
7706;1402208766;Mr. Darcy's Diary (Jane Austen Heroes, #1);Amanda Grange;en-GB;3.63
7707;2266120921;L.A. Requiem (Elvis Cole, #8);Robert Crais;fre;4.26
7708;446582352;A Grown-Up Kind of Pretty;Joshilyn Jackson;eng;3.93
7709;1444734148;Is It Just Me?;Miranda Hart;eng;3.8
7710;375725768;Eventide (Plainsong, #2);Kent Haruf;eng;4.16
7711;080905101X;Fahrenheit 451: The Authorized Adaptation;Tim Hamilton, Ray Bradbury;eng;3.92
7712;;Special A, Vol. 1 (Special A, #1);Maki Minami;ind;4.18
7713;1421527618;All You Need Is Kill;Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder;eng;4.05
7714;395137195;The Bronze Bow;Elizabeth George Speare;en-US;3.93
7715;802142400;On Love;Alain de Botton;eng;3.97
7716;679772677;A Civil Action;Jonathan Harr;en-US;3.94
7717;142407089;Millions of Cats;Wanda Gág;;4.08
7718;;Dark Challenge (Dark, #5);Christine Feehan;;4.23
7719;1611130433;Mistress;James Patterson, David Ellis;;3.52
7720;395570352;Grandfather's Journey;Allen Say;en-US;4.12
7721;60519134;Savannah Blues (Weezie and Bebe Mysteries, #1);Mary Kay Andrews;en-US;3.97
7722;038081093X;Excavation;James Rollins;en-US;4.02
7723;872204227;Discourse on Method;René Descartes, Donald A. Cress;eng;3.7
7724;312937660;Scarecrow (Shane Schofield, #3);Matthew Reilly;eng;4.21
7725;61985880;Endlessly (Paranormalcy, #3);Kiersten White;eng;3.99
7726;;The House by the Lake;Ella Carey;en-US;3.9
7727;1573225681;Living Buddha, Living Christ;Thich Nhat Hanh;eng;4.13
7728;140050930;The Earthsea Trilogy;Ursula K. Le Guin;eng;4.25
7729;1477817158;Left Drowning (Left Drowning, #1);Jessica Park;eng;4.14
7730;1596434023;A Sick Day for Amos McGee;Philip C. Stead, Erin E. Stead;en-US;4.25
7731;62286447;Fourth of July Creek;Smith Henderson;eng;3.83
7732;758211821;Absolute Fear (New Orleans, #4);Lisa Jackson;en-US;4.15
7733;743292499;True Evil;Greg Iles;eng;4.05
7734;082031661X;Tobacco Road (Brown Thrasher Books);Erskine Caldwell, Lewis Nordan;en-US;3.73
7735;802715354;The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective;Kate Summerscale;en-US;3.43
7736;380776162;Lord of Scoundrels (Scoundrels, #3);Loretta Chase;eng;4.12
7737;543895149;Ozma of Oz (Oz, #3);L. Frank Baum;eng;3.97
7738;844662925;The Johnstown Flood;David McCullough;eng;4.11
7739;141659485X;The Christmas Sweater;Glenn Beck;eng;3.79
7740;1442449632;Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6);Rachel Renée Russell;eng;4.42
7741;380818809;Deep Fathom;James Rollins;eng;4.07
7742;446533424;The Gate House;Nelson DeMille;en-US;3.71
7743;62294806;Stay with Me (Wait for You, #3);J. Lynn, Jennifer L. Armentrout;eng;4.17
7744;758290411;Seven Years to Sin;Sylvia Day;en-US;3.89
7745;1423166000;Perfect Scoundrels (Heist Society, #3);Ally Carter;en-GB;4.28
7746;547225474;When the Game Was Ours;Larry Bird, Earvin Johnson, Jackie MacMullan;en-US;4.16
